Country_Region,4/5/09,4/12/09,4/19/09,4/26/09,5/3/09,5/10/09,5/17/09,5/24/09,5/31/09,6/7/09,6/14/09,6/21/09,6/28/09,7/5/09,7/12/09,7/19/09,7/26/09,8/2/09,9/9/09,9/16/09,9/25/09,10/3/09,10/10/09,10/17/09,10/24/09,11/1/09,11/8/09,11/15/09
US,33,33,33,67,44,90,67,90,110,144,288,300,377,611,777,1277,2000,2800,3200,2911,2911,2667,2133,1766,1244,800,544,344
