Country_Region,4/21/03,4/22/03,4/23/03,4/24/03,4/24/03,4/26/03,4/27/03,4/28/03,4/29/03,4/30/03,5/1/03,5/2/03,5/3/03,5/4/03,5/5/03,5/6/03,5/7/03,5/8/03,5/9/03,5/10/03,5/11/03,5/12/03,5/13/03,5/14/03,5/15/03,5/16/03,5/17/03,5/18/03,5/19/03,5/20/03,5/21/03,5/22/03,5/23/03,5/24/03,5/25/03,5/26/03,5/27/03,5/28/03,5/29/03,5/30/03,5/31/03,6/1/03,6/2/03,6/3/03,6/4/03,6/5/03,6/6/03,6/7/03,6/8/03,6/9/03,6/10/03,6/11/03,6/12/03,6/13/03,6/14/03,6/15/03,6/16/03,6/17/03,6/18/03,6/19/03,6/20/03,6/21/03,6/22/03,6/23/03,6/24/03,6/25/03,6/26/03,6/27/03,6/28/03,6/29/03,6/30/03,7/1/03,7/2/03,7/3/03,7/4/03,7/5/03,7/6/03,7/7/03,7/8/03,7/9/03,7/10/03,7/11/03,7/12/03,7/13/03,7/14/03,7/15/03,7/16/03,7/17/03,7/18/03,7/19/03,7/20/03,7/21/03,7/22/03,7/23/03,7/24/03,7/25/03,7/26/03
US,39,38,39,37,39,41,41,41,41,52,54,56,54,57,61,65,63,63,63,64,64,64,64,64,64,65,66,66,67,67,66,65,65,65,65,65,65,66,66,66,66,66,66,68,69,69,68,68,68,68,69,71,70,71,71,71,72,73,75,75,74,74,74,74,75,75,74,74,74,74,73,73,73,73,73,73,73,73,74,75,75,75,85,100,115,141,148,149,154,166,166,174,193,193,199,220,220
